farm,animal_id,tag,obs,gender,weight,depth,partition,exp,interval,jobs
Farm A,eQZ0y1LOgy6kKqAIsLAv,138,,1,53.15,138_1457_2025_01_25_10_43_36_592545_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[26]
Farm A,eQZ0y1LOgy6kKqAIsLAv,138,,1,53.15,138_1458_2025_01_25_10_43_36_690357_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[26]
Farm A,eQZ0y1LOgy6kKqAIsLAv,138,,1,53.15,138_1461_2025_01_25_10_43_36_992739_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[26]
Farm A,eQZ0y1LOgy6kKqAIsLAv,138,,1,53.15,138_1460_2025_01_25_10_43_36_890095_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[26]
Farm A,egbveuFX7hSAg8Cgwuya,0062,,1,42.3,0062_5174_2025_01_25_11_08_03_352589_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[96]
Farm A,egbveuFX7hSAg8Cgwuya,0062,,1,42.3,0062_5173_2025_01_25_11_08_03_265506_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[96]
Farm A,egbveuFX7hSAg8Cgwuya,0062,,1,42.3,0062_5175_2025_01_25_11_08_03_447278_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[96]
Farm A,egbveuFX7hSAg8Cgwuya,0062,,1,42.3,0062_5176_2025_01_25_11_08_03_541779_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[96]
Farm A,gOknL17oYR2BnAKt2pPB,978,,0,21.0,978_3074_2025_01_25_10_51_52_814210_DEPTH_320_240_1.png,train,run-2,"(20, 30]",[54]
Farm A,gOknL17oYR2BnAKt2pPB,978,,0,21.0,978_3077_2025_01_25_10_51_53_141367_DEPTH_320_240_1.png,train,run-2,"(20, 30]",[54]
Farm A,gOknL17oYR2BnAKt2pPB,978,,0,21.0,978_3076_2025_01_25_10_51_53_039031_DEPTH_320_240_1.png,train,run-2,"(20, 30]",[54]
Farm A,gOknL17oYR2BnAKt2pPB,978,,0,21.0,978_3075_2025_01_25_10_51_52_919237_DEPTH_320_240_1.png,train,run-2,"(20, 30]",[54]
Farm A,gX3CoXOLhrleHRxp7gNf,0044,,1,30.85,0044_1320_2025_01_25_10_42_45_706242_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[24]
Farm A,gX3CoXOLhrleHRxp7gNf,0044,,1,30.85,0044_1319_2025_01_25_10_42_45_612345_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[24]
Farm A,gX3CoXOLhrleHRxp7gNf,0044,,1,30.85,0044_1318_2025_01_25_10_42_45_519759_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[24]
Farm A,hRusM1M1nswciprtiLK5,506,,0,17.3,506_1377_2025_01_25_10_43_03_487422_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[25]
Farm A,hRusM1M1nswciprtiLK5,506,,0,17.3,506_1378_2025_01_25_10_43_03_587982_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[25]
Farm A,hRusM1M1nswciprtiLK5,506,,0,17.3,506_1375_2025_01_25_10_43_03_283268_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[25]
Farm A,hRusM1M1nswciprtiLK5,506,,0,17.3,506_1374_2025_01_25_10_43_03_183977_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[25]
Farm A,hRusM1M1nswciprtiLK5,506,,0,17.3,506_1376_2025_01_25_10_43_03_389466_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[25]
Farm A,j1ek07l0CJnNev3AYnAJ,511,,0,11.3,511_3171_2025_01_25_10_53_08_915502_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[56]
Farm A,j1ek07l0CJnNev3AYnAJ,511,,0,11.3,511_3168_2025_01_25_10_53_08_626957_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[56]
Farm A,j1ek07l0CJnNev3AYnAJ,511,,0,11.3,511_3170_2025_01_25_10_53_08_816616_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[56]
Farm A,j1ek07l0CJnNev3AYnAJ,511,,0,11.3,511_3167_2025_01_25_10_53_08_515904_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[56]
Farm A,j1ek07l0CJnNev3AYnAJ,511,,0,11.3,511_3172_2025_01_25_10_53_09_015854_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[56]
Farm A,j1ek07l0CJnNev3AYnAJ,511,,0,11.3,511_3173_2025_01_25_10_53_09_109927_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[56]
Farm A,j1ek07l0CJnNev3AYnAJ,511,,0,11.3,511_3166_2025_01_25_10_53_08_409401_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[56]
Farm A,j1ek07l0CJnNev3AYnAJ,511,,0,11.3,511_3169_2025_01_25_10_53_08_723620_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[56]
Farm A,j1ek07l0CJnNev3AYnAJ,511,,0,11.3,511_3174_2025_01_25_10_53_09_209789_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[56]
Farm A,jNVoLqyy5bfTPWcdgsgg,010,,1,44.2,010_1709_2025_01_25_10_44_44_835586_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[29]
Farm A,jNVoLqyy5bfTPWcdgsgg,010,,1,44.2,010_1706_2025_01_25_10_44_44_542184_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[29]
Farm A,jNVoLqyy5bfTPWcdgsgg,010,,1,44.2,010_1707_2025_01_25_10_44_44_633164_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[29]
Farm A,jNVoLqyy5bfTPWcdgsgg,010,,1,44.2,010_1708_2025_01_25_10_44_44_736092_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[29]
Farm A,jNVoLqyy5bfTPWcdgsgg,010,,1,44.2,010_1705_2025_01_25_10_44_44_440287_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[29]
Farm A,jNVoLqyy5bfTPWcdgsgg,010,,1,44.2,010_1704_2025_01_25_10_44_44_344998_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[29]
Farm A,k1rtm0aBNCYmWmPJ8XsY,502,,1,15.5,502_2262_2025_01_25_10_47_24_254741_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[41]
Farm A,k1rtm0aBNCYmWmPJ8XsY,502,,1,15.5,502_2260_2025_01_25_10_47_24_054609_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[41]
Farm A,k1rtm0aBNCYmWmPJ8XsY,502,,1,15.5,502_2261_2025_01_25_10_47_24_153240_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[41]
Farm A,k1rtm0aBNCYmWmPJ8XsY,502,,1,15.5,502_2263_2025_01_25_10_47_24_640278_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[41]
Farm A,kZEJLOSQqT9gbr5LAIQg,0015,,1,35.1,0015_5384_2025_01_25_11_08_59_779087_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[99]
Farm A,kZEJLOSQqT9gbr5LAIQg,0015,,1,35.1,0015_5387_2025_01_25_11_09_00_075039_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[99]
Farm A,kZEJLOSQqT9gbr5LAIQg,0015,,1,35.1,0015_5386_2025_01_25_11_08_59_979597_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[99]
Farm A,kZEJLOSQqT9gbr5LAIQg,0015,,1,35.1,0015_5385_2025_01_25_11_08_59_878590_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[99]
Farm A,pTKqkNdVMV29j3No4Fs2,0055,,1,45.0,0055_3454_2025_01_25_10_54_45_079229_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[61]
Farm A,pTKqkNdVMV29j3No4Fs2,0055,,1,45.0,0055_3453_2025_01_25_10_54_44_970640_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[61]
Farm A,q5HypzVEAWnBKOHVSmYE,263,,1,41.75,263_4777_2025_01_25_11_06_13_556571_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[90]
Farm A,q5HypzVEAWnBKOHVSmYE,263,,1,41.75,263_4778_2025_01_25_11_06_13_648442_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[90]
Farm A,q5HypzVEAWnBKOHVSmYE,263,,1,41.75,263_4776_2025_01_25_11_06_13_460154_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[90]
Farm A,t7bfO9bfXXXRsM9hlXUl,0184,,1,33.3,0184_696_2025_01_25_10_39_29_803575_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[14]
Farm A,t7bfO9bfXXXRsM9hlXUl,0184,,1,33.3,0184_695_2025_01_25_10_39_29_685642_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[14]
Farm A,t7bfO9bfXXXRsM9hlXUl,0184,,1,33.3,0184_697_2025_01_25_10_39_29_914366_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[14]
Farm A,t7bfO9bfXXXRsM9hlXUl,0184,,1,33.3,0184_691_2025_01_25_10_39_29_269340_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[14]
Farm A,t7bfO9bfXXXRsM9hlXUl,0184,,1,33.3,0184_693_2025_01_25_10_39_29_483512_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[14]
Farm A,t7bfO9bfXXXRsM9hlXUl,0184,,1,33.3,0184_692_2025_01_25_10_39_29_367910_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[14]
Farm A,t7bfO9bfXXXRsM9hlXUl,0184,,1,33.3,0184_690_2025_01_25_10_39_29_166216_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[14]
Farm A,t7bfO9bfXXXRsM9hlXUl,0184,,1,33.3,0184_689_2025_01_25_10_39_29_079022_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[14]
Farm A,t7bfO9bfXXXRsM9hlXUl,0184,,1,33.3,0184_694_2025_01_25_10_39_29_586661_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[14]
Farm A,uGIfTxI5NjqvKLLsShT4,999,,0,13.9,999_4483_2025_01_25_11_03_31_111486_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[85]
Farm A,uGIfTxI5NjqvKLLsShT4,999,,0,13.9,999_4484_2025_01_25_11_03_31_210633_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[85]
Farm A,uGIfTxI5NjqvKLLsShT4,999,,0,13.9,999_4482_2025_01_25_11_03_30_988203_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[85]
Farm A,uGIfTxI5NjqvKLLsShT4,999,,0,13.9,999_4485_2025_01_25_11_03_31_309990_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[85]
Farm A,uVdDQIdjayqHQaRkeL4V,0020,,1,33.85,0020_2656_2025_01_25_10_49_47_348541_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[48]
Farm A,uVdDQIdjayqHQaRkeL4V,0020,,1,33.85,0020_2657_2025_01_25_10_49_47_451485_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[48]
Farm A,uVdDQIdjayqHQaRkeL4V,0020,,1,33.85,0020_2654_2025_01_25_10_49_47_156998_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[48]
Farm A,uVdDQIdjayqHQaRkeL4V,0020,,1,33.85,0020_2655_2025_01_25_10_49_47_248151_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[48]
Farm A,uwxxjlhEAUNb6O1E2Df5,996,,1,13.05,996_1774_2025_01_25_10_45_14_446157_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[33]
Farm A,uwxxjlhEAUNb6O1E2Df5,996,,1,13.05,996_1772_2025_01_25_10_45_14_245520_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[33]
Farm A,uwxxjlhEAUNb6O1E2Df5,996,,1,13.05,996_1775_2025_01_25_10_45_14_545696_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[33]
Farm A,uwxxjlhEAUNb6O1E2Df5,996,,1,13.05,996_1773_2025_01_25_10_45_14_346781_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[33]
Farm A,wxQWar4b3KtXqJAzSPys,0277,,1,42.7,0277_312_2025_01_25_10_30_03_072838_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[9]
Farm A,wxQWar4b3KtXqJAzSPys,0277,,1,42.7,0277_313_2025_01_25_10_30_03_173785_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[9]
Farm A,wxQWar4b3KtXqJAzSPys,0277,,1,42.7,0277_314_2025_01_25_10_30_03_269796_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[9]
Farm A,wxQWar4b3KtXqJAzSPys,0277,,1,42.7,0277_316_2025_01_25_10_30_03_472154_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[9]
Farm A,wxQWar4b3KtXqJAzSPys,0277,,1,42.7,0277_317_2025_01_25_10_30_03_571635_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[9]
Farm A,wxQWar4b3KtXqJAzSPys,0277,,1,42.7,0277_315_2025_01_25_10_30_03_371138_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[9]
Farm A,wxQWar4b3KtXqJAzSPys,0277,,1,42.7,0277_311_2025_01_25_10_30_02_978256_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[9]
Farm A,xbJgoyFd8bXOFhQ1c6br,993,,1,15.1,993_5750_2025_01_25_11_12_00_967653_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[104]
Farm A,xbJgoyFd8bXOFhQ1c6br,993,,1,15.1,993_5748_2025_01_25_11_12_00_767219_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[104]
Farm A,xbJgoyFd8bXOFhQ1c6br,993,,1,15.1,993_5749_2025_01_25_11_12_00_871754_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[104]
Farm A,xbJgoyFd8bXOFhQ1c6br,993,,1,15.1,993_5752_2025_01_25_11_12_01_158831_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[104]
Farm A,xbJgoyFd8bXOFhQ1c6br,993,,1,15.1,993_5751_2025_01_25_11_12_01_062344_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[104]
Farm A,ycc74CLvCt23KAjnHFTj,0219,,1,51.6,0219_2491_2025_01_25_10_49_03_725135_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[45]
Farm A,ycc74CLvCt23KAjnHFTj,0219,,1,51.6,0219_2492_2025_01_25_10_49_03_826178_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[45]
Farm A,ycc74CLvCt23KAjnHFTj,0219,,1,51.6,0219_2494_2025_01_25_10_49_04_025294_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[45]
Farm A,ycc74CLvCt23KAjnHFTj,0219,,1,51.6,0219_2493_2025_01_25_10_49_03_928098_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[45]
Farm A,yehKLuyY9g1uL39F31Vs,0428,,1,39.2,0428_5813_2025_01_25_11_12_13_555943_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[105]
Farm A,yehKLuyY9g1uL39F31Vs,0428,,1,39.2,0428_5814_2025_01_25_11_12_13_653289_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[105]
Farm A,yehKLuyY9g1uL39F31Vs,0428,,1,39.2,0428_5816_2025_01_25_11_12_13_855300_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[105]
Farm A,yehKLuyY9g1uL39F31Vs,0428,,1,39.2,0428_5815_2025_01_25_11_12_13_755236_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[105]
Farm A,yehKLuyY9g1uL39F31Vs,0428,,1,39.2,0428_5817_2025_01_25_11_12_13_955967_DEPTH_320_240_1.png,train,run-2,"(30, 40]",[105]
Farm A,zIU6ld1ffI2y6EdOY16K,986,,1,17.7,986_3611_2025_01_25_10_58_10_360289_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[64]
Farm A,zIU6ld1ffI2y6EdOY16K,986,,1,17.7,986_3610_2025_01_25_10_58_10_263946_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[64]
Farm A,zIU6ld1ffI2y6EdOY16K,986,,1,17.7,986_3609_2025_01_25_10_58_10_161309_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[64]
Farm A,zIU6ld1ffI2y6EdOY16K,986,,1,17.7,986_3608_2025_01_25_10_58_10_057971_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[64]
Farm A,zbbrTxhhcZBu0NL7dnuZ,59,,0,83.65,59_3768_2025_01_25_10_59_16_900752_DEPTH_320_240_1.png,train,run-2,"(55, 100]",[66]
Farm A,zbbrTxhhcZBu0NL7dnuZ,59,,0,83.65,59_3769_2025_01_25_10_59_17_013332_DEPTH_320_240_1.png,train,run-2,"(55, 100]",[66]
Farm A,zcrGV19YXnfoF4pRYHLS,988,,1,18.75,988_5497_2025_01_25_11_10_01_132312_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[101]
Farm A,zcrGV19YXnfoF4pRYHLS,988,,1,18.75,988_5498_2025_01_25_11_10_01_229316_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[101]
Farm A,zcrGV19YXnfoF4pRYHLS,988,,1,18.75,988_5500_2025_01_25_11_10_01_438446_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[101]
Farm A,zcrGV19YXnfoF4pRYHLS,988,,1,18.75,988_5494_2025_01_25_11_10_00_831548_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[101]
Farm A,zcrGV19YXnfoF4pRYHLS,988,,1,18.75,988_5499_2025_01_25_11_10_01_333345_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[101]
Farm A,zcrGV19YXnfoF4pRYHLS,988,,1,18.75,988_5496_2025_01_25_11_10_01_033679_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[101]
Farm A,zcrGV19YXnfoF4pRYHLS,988,,1,18.75,988_5495_2025_01_25_11_10_00_928773_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[101]
Farm B,0oCQhGHXXlDqqqV7eFCJ,0118vd,,1,24.35,0118vd_12108_2025_01_25_17_16_57_922671_DEPTH_320_240_1.png,train,run-2,"(20, 30]",[193]
Farm B,0oCQhGHXXlDqqqV7eFCJ,0118vd,,1,24.35,0118vd_12107_2025_01_25_17_16_57_829633_DEPTH_320_240_1.png,train,run-2,"(20, 30]",[193]
Farm B,0oCQhGHXXlDqqqV7eFCJ,0118vd,,1,24.35,0118vd_12115_2025_01_25_17_16_58_628834_DEPTH_320_240_1.png,train,run-2,"(20, 30]",[193]
Farm B,0oCQhGHXXlDqqqV7eFCJ,0118vd,,1,24.35,0118vd_12113_2025_01_25_17_16_58_430520_DEPTH_320_240_1.png,train,run-2,"(20, 30]",[193]
Farm B,0oCQhGHXXlDqqqV7eFCJ,0118vd,,1,24.35,0118vd_12109_2025_01_25_17_16_58_026149_DEPTH_320_240_1.png,train,run-2,"(20, 30]",[193]
Farm B,0oCQhGHXXlDqqqV7eFCJ,0118vd,,1,24.35,0118vd_12112_2025_01_25_17_16_58_328559_DEPTH_320_240_1.png,train,run-2,"(20, 30]",[193]
Farm B,0oCQhGHXXlDqqqV7eFCJ,0118vd,,1,24.35,0118vd_12111_2025_01_25_17_16_58_239060_DEPTH_320_240_1.png,train,run-2,"(20, 30]",[193]
Farm B,0oCQhGHXXlDqqqV7eFCJ,0118vd,,1,24.35,0118vd_12114_2025_01_25_17_16_58_529228_DEPTH_320_240_1.png,train,run-2,"(20, 30]",[193]
Farm B,0oCQhGHXXlDqqqV7eFCJ,0118vd,,1,24.35,0118vd_12110_2025_01_25_17_16_58_136752_DEPTH_320_240_1.png,train,run-2,"(20, 30]",[193]
Farm B,1lpzMpxK7Q4XDDa0Vuet,0047az,,1,42.9,0047az_8991_2025_01_25_16_59_55_540528_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[147]
Farm B,1lpzMpxK7Q4XDDa0Vuet,0047az,,1,42.9,0047az_8989_2025_01_25_16_59_55_338456_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[147]
Farm B,1lpzMpxK7Q4XDDa0Vuet,0047az,,1,42.9,0047az_8992_2025_01_25_16_59_55_646845_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[147]
Farm B,1lpzMpxK7Q4XDDa0Vuet,0047az,,1,42.9,0047az_8990_2025_01_25_16_59_55_446124_DEPTH_320_240_1.png,train,run-2,"(40, 55]",[147]
Farm B,2XRc4DYLS1y0kCzEzSMo,6mf,,0,9.3,6mf_14521_2025_01_25_17_46_18_970384_DEPTH_320_240_1.png,train,run-2,"(0, 10]",[247]
Farm B,2XRc4DYLS1y0kCzEzSMo,6mf,,0,9.3,6mf_14520_2025_01_25_17_46_18_875607_DEPTH_320_240_1.png,train,run-2,"(0, 10]",[247]
Farm B,2XRc4DYLS1y0kCzEzSMo,6mf,,0,9.3,6mf_14518_2025_01_25_17_46_18_665948_DEPTH_320_240_1.png,train,run-2,"(0, 10]",[247]
Farm B,2XRc4DYLS1y0kCzEzSMo,6mf,,0,9.3,6mf_14523_2025_01_25_17_46_19_180507_DEPTH_320_240_1.png,train,run-2,"(0, 10]",[247]
Farm B,2XRc4DYLS1y0kCzEzSMo,6mf,,0,9.3,6mf_14519_2025_01_25_17_46_18_772481_DEPTH_320_240_1.png,train,run-2,"(0, 10]",[247]
Farm B,2XRc4DYLS1y0kCzEzSMo,6mf,,0,9.3,6mf_14524_2025_01_25_17_46_19_304165_DEPTH_320_240_1.png,train,run-2,"(0, 10]",[247]
Farm B,2XRc4DYLS1y0kCzEzSMo,6mf,,0,9.3,6mf_14522_2025_01_25_17_46_19_073853_DEPTH_320_240_1.png,train,run-2,"(0, 10]",[247]
Farm B,2XRc4DYLS1y0kCzEzSMo,6mf,,0,9.3,6mf_14517_2025_01_25_17_46_18_551746_DEPTH_320_240_1.png,train,run-2,"(0, 10]",[247]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8166_2025_01_25_16_56_16_569491_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8169_2025_01_25_16_56_16_867303_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8142_2025_01_25_16_56_14_136301_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8146_2025_01_25_16_56_14_563740_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8175_2025_01_25_16_56_17_509039_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8123_2025_01_25_16_56_12_280572_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8137_2025_01_25_16_56_13_648874_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8167_2025_01_25_16_56_16_665949_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8118_2025_01_25_16_56_11_783124_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8122_2025_01_25_16_56_12_194572_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8134_2025_01_25_16_56_13_349324_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8168_2025_01_25_16_56_16_769112_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8143_2025_01_25_16_56_14_240060_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8151_2025_01_25_16_56_15_072676_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8147_2025_01_25_16_56_14_668289_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8173_2025_01_25_16_56_17_296463_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8128_2025_01_25_16_56_12_768223_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8163_2025_01_25_16_56_16_274167_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8116_2025_01_25_16_56_11_566576_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8127_2025_01_25_16_56_12_670451_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8121_2025_01_25_16_56_12_095368_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8119_2025_01_25_16_56_11_891118_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8117_2025_01_25_16_56_11_677568_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8109_2025_01_25_16_56_10_866547_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8154_2025_01_25_16_56_15_374119_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8155_2025_01_25_16_56_15_472431_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8159_2025_01_25_16_56_15_876598_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8113_2025_01_25_16_56_11_279387_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8160_2025_01_25_16_56_15_979096_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8129_2025_01_25_16_56_12_861702_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8171_2025_01_25_16_56_17_087298_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
Farm B,2cxH3edqfiAyRCiS12jq,0134az,,1,14.4,0134az_8172_2025_01_25_16_56_17_201005_DEPTH_320_240_1.png,train,run-2,"(10, 20]",[137]
